CSA2010,aastud10,aastud11,aastud12,abse10,abse11,abse12,abshs10,abshs11,abshs12,absmd10,absmd11,absmd12,affordm12,affordr12,age18_10,age24_10,age5_10,age64_10,age65_10,artbus11,artbus12,artemp11,artemp12,baltvac11,baltvac12,banks11,banks12,birthwt10,birthwt11,birthwt12,biz1_10,biz1_11,biz1_12,biz2_10,biz2_11,biz2_12,biz4_10,biz4_11,biz4_12,bkln12,caracc11,carpool12,cashsa11,cashsa12,caslt11,clogged10,clogged11,clogged12,cmos11,compl10,compl11,compl12,comprop10,comprop11,comprop12,constper11,constper12,crehab10,crehab11,crehab12,crime10,crime11,crime12,demper11,demper12,dirtyst10,dirtyst11,dirtyst12,dom10,dom11,dom12,domvio10,domvio11,drop10,drop11,drop12,drvalone12,eattend10,eattend11,eattend12,ebl10,ebl11,ebl12,eenrol11,eenrol12,elheat12,empl12,fam10,farms10,farms11,farms12,fastfd11,female10,femhhs10,file_ID,filename,fore10,fore11,fore12,gunhom11,gunhom12,heatgas12,hfai12,hh25inc12,hh40inc12,hh60inc12,hh75inc12,hhchpov12,hhm7512,hhpov12,hhs10,hhsize10,histax12,homtax11,homtax12,hsaalg10,hsaalg11,hsaalg12,hsabio10,hsabio11,hsabio12,hsaeng10,hsaeng11,hsaeng12,hsagov10,hsagov11,hsattend10,hsattend11,hsattend12,hsdipl12,hsenrol11,hsenrol12,hstud10,hstud11,hstud12,juvarr11,juvdrug11,juvviol11,leadtest10,leadtest11,leadtest12,lesshs12,libcard11,libcard12,lifeexp11,lifeexp12,liquor11,liquor12,male10,math310,math311,math312,math510,math511,math512,math810,math811,math812,mattend10,mattend11,mattend12,menrol11,menrol12,mhhi12,mort14_11,mort1_11,mort1_12,mort24_11,mort24_12,mort44_11,mort44_12,mort64_11,mort64_12,mort84_11,mort84_12,mort85_11,mort85_12,mort_14_12,narc11,neibus10,neibus11,neibus12,neiemp10,neiemp11,neiemp12,neiind10,neiind11,neiind12,nilf12,nomail10,nomail11,nomail12,novhcl12,numbus10,numbus11,numbus12,othrcom12,ownroc10,ownroc11,ownroc12,owntax11,owntax12,p2more10,paa10,pasi10,phisp10,ppac10,prenatal10,prenatal11,prenatal12,prop11,prop12,pubtran12,pwhite10,racdiv10,read310,read311,read312,read510,read511,read512,read810,read811,read812,ready11,ready12,regvote10,regvote12,reosa11,reosa12,resrehab10,resrehab11,resrehab12,salepr10,salepr11,salepr12,sclemp12,sclsw11,sclsw12,shomes10,shomes11,shomes12,shoot11,smlbus10,smlbus11,smlbus12,somecol12,sped10,sped11,sped12,susp10,susp11,susp12,tanf11,tanf12,teenbir10,teenbir11,teenbir12,termbir10,termbir11,termbir12,totalres10,totalres11,totalres12,totemp10,totemp11,totemp12,tpop10,trav14_12,trav29_12,trav44_12,trav45_12,trees07,unempl12,unempr12,vacant10,vacant11,vacant12,vio10,vio11,vio12,viol10,viol11,viol12,voted10,voted12,walked12,waterc11,weather10,weather11,weather12,wlksc11,wrkout10,wrkout11,wstud10,wstud11,wstud12
South Baltimore,11.0,7.4,8.9,15.9,5.0,7.9,42.1,34.9,33.3,27.3,20.4,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,81.8,84.2,,,,,,,,,,,,,,,,,,,,,,2.9,4.8,3.2,,132,120,114,,,,109,113,,,,59.4,63.7,55.2,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,54.8,33.3,26.7,47.6,44.4,50.0,53.6,47.6,57.1,72.2,57.1,76,63,63,,58,59,3.9,5.4,2.9,,,,,,,,,,,,,,,100.0,96.0,94.4,81.8,73.9,100.0,45.0,58.3,73.3,55,54,64,48,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4,92.0,88.9,86.4,95.5,86.7,75.0,83.3,80.0,73.3,92.1,,,,,,,,,,,37.0,3.0,1.2,,,,,,,,,21.1,16.3,15.2,2.6,1.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9,82.4,84.4
Southeastern,54.0,52.3,50.9,6.9,13.8,5.6,33.9,49.7,47.7,10.4,12.8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,82.0,75.8,,,,,,,,,,,,,,,,,,,,,,5.0,2.5,9.9,,362,354,337,,,,319,315,,,,82.5,88.6,81.6,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,21.9,20.6,27.8,43.5,43.6,43.9,38.4,40.6,27.8,31.7,26.9,239,199,174,,181,158,22.2,24.4,26.3,,,,,,,,,,,,,,,79.4,72.3,66.7,88.1,56.1,70.2,53.6,53.3,51.2,192,164,166,148,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,66.2,63.1,86.4,66.7,70.8,73.2,75.6,69.8,68.9,89.9,,,,,,,,,,,93.2,6.3,6.2,,,,,,,,,19.2,17.6,18.4,6.1,6.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,21.2,20.5
Southern Park Heights,97.8,98.5,97.9,14.4,19.1,18.1,47.1,45.0,45.3,14.5,18.9,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.3,70.5,82.1,,,,,,,,,,,,,,,,,,,,,,5.9,7.8,4.0,,854,765,799,,,,716,774,,,,87.5,88.6,80.7,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,24.0,21.5,19.7,41.0,34.3,29.8,31.6,32.5,31.2,41.1,41.4,848,704,664,,625,637,0.5,0.6,0.9,,,,,,,,,,,,,,,80.9,72.1,66.1,51.2,64.1,55.3,33.8,29.0,38.4,482,407,430,385,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,66.7,52.0,76.0,72.0,69.3,52.0,62.3,49.6,62.0,79.8,,,,,,,,,,,82.7,8.2,11.5,,,,,,,,,19.7,17.1,17.7,7.8,8.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4,0.5
Southwest Baltimore,86.1,85.0,85.1,14.9,22.0,17.1,43.6,57.8,52.1,20.0,21.7,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.7,80.9,76.2,,,,,,,,,,,,,,,,,,,,,,3.0,5.6,4.8,,1663,1371,1327,,,,1251,1271,,,,90.9,90.8,83.3,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,21.9,21.2,20.5,38.1,31.4,34.1,27.4,34.4,27.2,46.3,43.2,1154,1027,945,,935,912,2.3,3.0,3.5,,,,,,,,,,,,,,,71.1,65.4,65.9,74.7,60.7,61.4,22.2,26.1,31.5,813,676,644,625,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,65.3,55.0,80.3,74.0,67.9,42.5,60.0,48.1,56.1,68.0,,,,,,,,,,,88.8,10.4,11.5,,,,,,,,,20.2,19.3,18.5,9.1,8.9,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,10.3,9.6
The Waverlies,95.1,93.1,93.6,10.5,20.4,13.6,39.7,43.2,38.2,13.0,19.4,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6,82.5,77.6,,,,,,,,,,,,,,,,,,,,,,3.0,3.3,4.2,,465,504,470,,,,475,456,,,,83.4,83.3,75.2,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,20.5,19.4,17.4,45.9,30.1,38.1,35.6,37.9,37.5,51.0,50.4,468,426,395,,380,377,1.4,2.0,2.6,,,,,,,,,,,,,,,81.7,69.2,75.6,60.6,69.8,76.7,23.8,35.2,48.8,284,283,267,266,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7,62.8,65.1,71.8,69.8,73.6,51.3,64.1,76.3,64.4,74.1,,,,,,,,,,,88.5,8.2,9.1,,,,,,,,,16.3,15.2,15.6,8.5,7.8,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.7,2.8
Upton/Druid Heights,98.3,98.2,98.4,8.3,20.4,17.6,49.8,55.1,51.6,22.3,15.8,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2,79.5,75.7,,,,,,,,,,,,,,,,,,,,,,3.6,4.2,5.2,,911,857,900,,,,822,886,,,,92.7,93.8,86.4,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,18.9,15.1,18.1,30.6,29.1,31.6,24.7,29.7,30.7,38.0,37.4,632,574,543,,509,526,0.1,0.5,0.6,,,,,,,,,,,,,,,70.9,64.2,63.2,64.5,60.2,63.4,13.6,18.9,17.9,309,411,406,398,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,62.9,57.9,69.1,66.2,72.2,38.6,43.4,37.1,67.3,78.1,,,,,,,,,,,76.1,10.0,10.7,,,,,,,,,17.2,18.3,17.7,12.0,11.4,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.7,0.5
Washington Village/Pigtown,75.7,76.6,77.0,12.6,17.4,14.4,39.3,47.5,41.4,16.9,29.0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4,79.3,75.0,,,,,,,,,,,,,,,,,,,,,,8.1,3.7,5.3,,294,311,341,,,,293,296,,,,87.4,87.8,81.1,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,19.8,12.2,23.2,38.5,43.3,28.8,44.1,41.3,36.8,50.7,40.7,234,219,203,,203,195,1.1,2.1,2.6,,,,,,,,,,,,,,,69.6,82.7,72.9,76.6,64.5,67.9,16.0,20.0,41.7,172,162,165,150,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7,82.7,60.3,78.7,78.7,71.2,52.0,66.7,68.8,64.6,82.2,,,,,,,,,,,77.0,7.7,9.1,,,,,,,,,15.0,15.6,16.6,9.7,9.5,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,17.2,15.4
Westport/Mount Winans/Lakeland,82.4,77.4,74.7,13.6,17.5,11.0,39.0,45.3,42.4,18.0,14.7,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,83.1,77.4,,,,,,,,,,,,,,,,,,,,,,3.6,3.6,3.6,,499,645,620,,,,583,593,,,,88.0,87.0,82.2,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,30.1,18.2,19.5,38.3,36.2,38.5,33.9,37.7,31.9,49.2,48.1,439,384,377,,344,361,9.9,14.2,17.0,,,,,,,,,,,,,,,88.0,76.5,81.3,88.9,56.1,63.9,36.0,41.2,44.3,300,300,296,269,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9,69.5,60.7,81.9,66.7,76.9,53.0,65.2,62.1,75.8,69.7,,,,,,,,,,,97.1,7.8,7.5,,,,,,,,,18.2,17.5,15.9,6.1,6.6,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,7.5,7.1
Baltimore City,87.3,85.9,85.1,12.3,16.6,12.7,39.7,42.1,40.4,16.9,16.7,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4,80.3,80.3,,,,,,,,,,,,,,,,,,,,,,3.9,4.2,4.1,,32735,33791,32791,,,,31234,31604,,,,83.2,82.8,76.2,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,25.9,22.5,21.0,42.7,36.2,36.4,37.3,36.2,34.0,48.8,45.4,28653,26983,24707,,24311,23706,2.9,4.1,4.8,,,,,,,,,,,,,,,77.5,73.3,73.6,70.9,64.7,70.4,31.0,35.1,39.5,18778,17999,17463,16659,16986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,69.4,65.5,80.4,76.1,75.8,52.0,61.2,58.8,66.2,73.1,,,,,,,,,,,87.9,7.2,7.1,,,,,,,,,17.3,16.3,16.5,8.7,7.9,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,8.2,8.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,raw_data/csv/VS Education 2010-2012.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent of Babies Born with a Satisfactory Birth Weight (2010),Percent of Babies Born with a Satisfactory Birth Weight (2011),Percent of Babies Born with a Satisfactory Birth Weight (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent of Children (aged 0-6) with Elevated Blood Lead Levels (2010),Percent of Children (aged 0-6) with Elevated Blood Lead Levels (2011),Percent of Children (aged 0-6) with Elevated Blood Lead Levels (2012),,,,,,,,,"Fast Food Outlet Density (per 1,000 Residents) (2011)",,,4,raw_data/csv/VS Health 2010-2012.csv,,,,,,,Average Healthy Food Availability Index (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of Children (aged 0-6) Tested for Elevated Blood Lead Levels (2010),Number of Children (aged 0-6) Tested for Elevated Blood Lead Levels (2011),Number of Children (aged 0-6) Tested for Elevated Blood Lead Levels (2012),,,,Life Expectancy (2011),Life Expectancy (2012),"Liquor Outlet density (per 1,000 Residents) (2011)","Liquor Outlet density (per 1,000 Residents) (2012)",,,,,,,,,,,,,,,,,Mortality by Age (1-14 years old) (2011),Mortality by Age (Less than 1 year old) (2011),Mortality by Age (Less than 1 year old) (2012),Mortality by Age (15-24 years old) (2011),Mortality by Age (15-24 years old) (2012),Mortality by Age (25-44 years old) (2011),Mortality by Age (25-44 years old) (2012),Mortality by Age (45-64 years old) (2011),Mortality by Age (45-64 years old) (2012),Mortality by Age (65-84 years old) (2011),Mortality by Age (65-84 years old) (2012),Mortality by Age (85 and over) (2011),Mortality by Age (85 and over) (2012),Mortality by Age (1-14 years old) (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent of Births Where the Mother Received Early Prenatal Care (First Trimester) (2010),Percent of Births Where the Mother Received Early Prenatal Care (First Trimester) (2011),Percent of Births Where the Mother Received Early Prenatal Care (First Trimester) (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent of Families Receiving TANF (2011),Percent of Families Receiving TANF (2012),"Teen Birth Rate per 1,000 Females (aged 15-19) (2010)","Teen Birth Rate per 1,000 Females (aged 15-19) (2011)","Teen Birth Rate per 1,000 Females (aged 15-19) (2012)",Percent of Births Delivered at Term (37-42 Weeks) (2010),Percent of Births Delivered at Term (37-42 Weeks) (2011),Percent of Births Delivered at Term (37-42 Weeks) (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allendale/Irvington/S. Hilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4,83.8,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.6,,,4,raw_data/csv/VS Health 2010-2012.csv,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,166.0,187.0,,,,70.0,70.4,0.7,0.9,,,,,,,,,,,,,,,,,3.2,14.8,16.9,18.2,19.0,41.9,39.8,134.3,129.4,453.8,430.3,1326.5,1381.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,55.3,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,12.5,55.0,58.1,45.9,85.3,86.0,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beechfield/Ten Hills/West Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,90.6,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.7,,,4,raw_data/csv/VS Health 2010-2012.csv,,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199.0,0.0,,,,74.1,74.7,0.2,0.1,,,,,,,,,,,,,,,,,1.8,12.8,11.8,18.7,15.2,24.0,19.8,89.2,96.1,339.4,329.0,1539.7,1349.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3,67.1,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.8,42.8,21.4,42.8,87.5,90.6,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belair-Edison,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.7,84.5,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,2.0,1.4,,,,,,,,,1.0,,,4,raw_data/csv/VS Health 2010-2012.csv,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,256.0,356.0,,,,71.5,72.5,0.8,0.7,,,,,,,,,,,,,,,,,2.2,21.3,15.0,26.4,23.6,30.1,26.2,100.6,105.6,345.3,335.7,1984.3,1842.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9,63.3,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,11.1,67.6,56.8,58.1,84.0,82.5,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn/Curtis Bay/Hawkins Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,86.7,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.8,,,4,raw_data/csv/VS Health 2010-2012.csv,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,360.0,374.0,,,,69.7,69.5,1.5,1.4,,,,,,,,,,,,,,,,,3.1,7.7,7.9,17.2,13.4,36.5,34.7,145.8,155.4,466.6,468.9,1776.0,1568.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9,47.2,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,14.8,111.1,94.6,63.8,83.1,82.3,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6,97.6,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,1.1,,,4,raw_data/csv/VS Health 2010-2012.csv,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,124.0,130.0,,,,77.0,77.4,4.6,4.9,,,,,,,,,,,,,,,,,0.0,5.7,1.8,6.6,8.8,2.8,3.3,78.8,74.8,373.3,384.2,1539.5,1407.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,79.4,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.9,46.5,23.3,0.0,94.6,93.7,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedonia/Frankford,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4,85.7,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.8,,,4,raw_data/csv/VS Health 2010-2012.csv,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,199.0,320.0,,,,72.8,72.8,0.6,0.8,,,,,,,,,,,,,,,,,2.3,13.7,15.2,12.3,12.8,27.8,28.7,95.7,95.4,434.6,434.6,1560.0,1480.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6,61.6,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,10.5,48.9,42.1,38.7,83.8,86.3,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
